business_name,technical_name,rule_name,object_name,start_line,start_column,end_line,end_column
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,MyCookBook.SavedRecipeInCookBook_ItemDataBound,98,5,110,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,MyCookBook.SortOptionLinks,121,5,230,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,SiteTemplate.Page_Load,20,5,22,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,SiteTemplate2.Page_Load,19,5,22,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,Upcomingevents.LoadRecentEvents,53,5,69,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,Upcomingevents.LoadUpComingEvents,35,5,51,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,Upcomingevents.Page_Load,25,5,33,6
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.Add,18,13,18,66
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.AddCategory,21,13,21,75
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.Delete,20,13,20,69
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.DeleteCategory,23,13,23,78
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.FillUp,24,13,24,51
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.Update,19,13,19,69
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseArticleObj.UpdateCategory,22,13,22,78
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseCommentObj.Add,18,13,18,66
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseCommentObj.Delete,20,13,20,69
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseCommentObj.FillUp,21,13,21,51
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseCommentObj.Update,19,13,19,69
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BasePMObj.Add,19,9,19,64
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BasePMObj.Delete,20,9,20,67
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BasePMObj.DeleteSentPM,21,9,21,73
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BasePMObj.FillUp,22,9,22,59
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BasePMObj.Update,27,9,27,50
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.Add,19,13,19,64
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.AddCategory,22,13,22,74
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.Delete,21,13,21,67
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.DeleteCategory,24,13,24,77
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.FillUp,25,13,25,51
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.Update,20,13,20,67
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseRecipeObj.UpdateCategory,23,13,23,77
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseUserObj.Add,19,13,19,61
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseUserObj.Delete,21,13,21,64
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseUserObj.FillUp,22,13,22,52
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.BaseUserObj.Update,20,13,20,64
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Blogic.Blogic,32,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.EmailTemplate.ApprovedOrDeclineAddAFriendEmailNotification,605,9,680,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.LoadDropDownListCategory.LoadDropDownCategory,22,9,36,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.PagerLinks.GetInstance,38,9,41,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.PagerLinks.PagerLinks,30,9,32,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.PagerLinks.PagerLinksParam,43,9,48,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.ProviderSiteStatistics.ProviderSiteStatistics,19,9,21,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.ProviderSiteStatistics.fillup,23,9,92,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleCategoryProvider.ArticleCategoryParam,35,9,52,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleCategoryProvider.ArticleCategoryProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleCategoryProvider.GetCategories,67,9,122,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleCategoryProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleSearchProvider.ArticleSearchProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleSearchProvider.GetArticleSearchResult,69,9,124,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ArticleSearchProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderArticleCategoryDropdown.ProviderArticleCategoryDropdown,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderArticleDetails.FillUp,25,9,94,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderArticleDetails.ProviderArticleDetails,21,9,23,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.GetArticle,67,9,126,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.Param,35,9,51,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.ProviderGetAllArticleCommentByUser,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.GetArticle,67,9,122,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.Param,35,9,51,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.ProviderGetAllArticlebyAuthor,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderLast5ArticlePublishedByUser.GetArticle,54,9,97,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderLast5ArticlePublishedByUser.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderLast5ArticlePublishedByUser.Param,35,9,38,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderLast5ArticlePublishedByUser.ProviderLast5ArticlePublishedByUser,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderOtherArticleByThisAuthor.GetArticle,64,9,95,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderOtherArticleByThisAuthor.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderOtherArticleByThisAuthor.Param,35,9,48,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderOtherArticleByThisAuthor.ProviderOtherArticleByThisAuthor,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderRalatedArticle.GetArticle,64,9,95,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderRalatedArticle.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderRalatedArticle.Param,35,9,48,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Article.ProviderRalatedArticle.ProviderRalatedArticle,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Comments.ArticleComments.ArticleComments,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Comments.RecipeComments.RecipeComments,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.ProviderCookBookMainPage.GetUserRecipeInCookBookMain,79,9,82,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.ProviderDataFieldsCookBook.GetDataFields,26,9,85,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.ProviderLast5UsersWhoSavedMyRecipe.GetUsers,40,9,69,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.ProviderLast5UsersWhoSavedMyRecipe.ProviderLast5UsersWhoSavedMyRecipe,20,9,23,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.UsersCookBook.GetUserRecipeInCookBook,50,9,66,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.CookBooks.UsersCookBookMain.GetUserRecipeInCookBookMain,49,9,52,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderGetPast30DaysPublicEvents.Param,36,9,39,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderGetPublicEventDetail.FillUp,24,9,72,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderGetPublicEventDetail.ProviderGetPublicEventDetail,20,9,22,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderGetUpComingPublicEvents.Param,36,9,39,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderPublicEventsWeekView.EventsWeekView,51,9,54,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderPublicEventsWeekView.ProviderPublicEventsWeekView,32,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderWeekViewGetBeginEndDate.FillUp,24,9,42,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Events.ProviderWeekViewGetBeginEndDate.ProviderWeekViewGetBeginEndDate,20,9,22,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProviderDataFieldsFriendsList.GetDataFields,26,9,85,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProviderFriendsList.GetFriendsList,56,9,59,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProviderFriendsListMain.GetFriendsList,48,9,51,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProviderUnApprovedFriends.GetFriendsList,38,9,107,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProviderUnApprovedFriends.ProviderUnApprovedFriends,20,9,23,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProvidersListOfUserWhoAddedMe.GetUsers,46,9,75,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.FriendList.ProvidersListOfUserWhoAddedMe.ProvidersListOfUserWhoAddedMe,26,9,29,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderBlockedListedUsers.GetBlockListedUsers,45,9,78,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderBlockedListedUsers.Param,27,9,30,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderPMStatistic.FillUp,24,9,41,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderPMStatistic.ProviderPMStatistic,20,9,22,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderPrivateMessageViewInbox.GetMessages,89,9,138,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderPrivateMessageViewInbox.Param,56,9,74,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderPrivateMessageViewInbox.ProviderPrivateMessageViewInbox,52,9,54,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderReadMessage.FillUp,23,9,55,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderReadMessage.ProviderReadMessage,19,9,21,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderReadSentMessage.FillUp,23,9,55,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.PrivateMessages.ProviderReadSentMessage.ProviderReadSentMessage,19,9,21,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.LastViewedRecipeProvider.GetLastViewedRecipe,63,9,106,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.NewestRecipeSideMenuProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.NewestRecipeSideMenuProvider.GetNewestRecipe,69,9,119,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.NewestRecipeSideMenuProvider.NewestRecipeSideMenuProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.PopularRecipeSideMenuProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.PopularRecipeSideMenuProvider.PopularRecipeParam,35,9,43,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.PopularRecipeSideMenuProvider.PopularRecipeSideMenuProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProviderGetLast5RecipeByUser.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProviderGetLast5RecipeByUser.GetRecipe,54,9,102,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProviderGetLast5RecipeByUser.Param,35,9,38,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProviderGetLast5RecipeByUser.ProviderGetLast5RecipeByUser,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProviderRecipeCategoryDropdown.ProviderRecipeCategoryDropdown,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipeCommentedbyUser.GetAllRecipeCommentedByAuthorResult,69,9,126,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipeCommentedbyUser.GetInstance,31,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipeCommentedbyUser.ProvidersGetAllRecipeCommentedbyUser,23,9,25,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipebyAuthor.GetAllRecipeByAuthorResult,69,9,126,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipebyAuthor.GetInstance,31,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipebyAuthor.ProvidersGetAllRecipebyAuthor,23,9,25,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RandomRecipe.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RandomRecipe.RandomRecipe,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.GetRecipeAlphabetLetter,66,9,119,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.RecipeAlphaLetterParam,35,9,50,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.RecipeAlphaLetterProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeCategoryProvider.GetCategories,69,9,120,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeCategoryProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeCategoryProvider.RecipeCategoryProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeDetails.FillUp,25,9,110,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeDetails.RecipeDetails,21,9,23,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSearchProvider.GetInstance,31,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSearchProvider.GetRecipeSearchResult,71,9,120,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSearchProvider.RecipeSearchProvider,23,9,25,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.GetInstance,30,9,33,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.GetRecipeSort,57,9,110,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.RecipeSortParam,35,9,41,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.RecipeSortProvider,22,9,24,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeoftheDay.GetInstance,31,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.Recipes.RecipeoftheDay.RecipeoftheDay,23,9,25,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderShowAllUsers.GetAllUsers,76,9,138,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderShowAllUsers.ProviderShowAllUsers,41,9,43,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderShowAllUsersAdmin.GetAllUsers,90,9,235,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderShowAllUsersAdmin.ProviderShowAllUsersAdmin,52,9,54,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderUserDetails.FillUp,25,9,196,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderUserDetails.ProviderUserDetails,21,9,23,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.ProviderUsersSearch.GetUserSearchResult,72,9,122,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.Providers.User.UserFeaturesConfiguration.Fetch,71,9,108,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.SiteConfiguration.GetInstance,31,9,34,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.BL.SiteConfiguration.SiteConfiguration,23,9,25,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.EventCalendar.CalendarItem.CalendarItem,23,9,26,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.EventCalendar.DivCtrl.DivCtrl,47,9,51,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.EventCalendar.DivCtrl.RenderContents,59,9,63,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.EventCalendar.EventCalendar.USHolidayCellStyle,240,9,249,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.BinarySearch,50,9,53,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.Copy,134,9,139,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.Dispose,794,9,798,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.ExtendedCollection,28,9,31,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.IEnumerable.GetEnumerator,769,9,772,10
Total Quality Index,Documentation - Volume of Comments,Avoid Methods with a very low comment/code ratio,XDRecipe.Common.ExtendedCollection<T>.IEnumerator.MoveNext,784,9,787,10
